clave,object_number,area,perimeter,angle_of_inclination,texture,intensity,Cluster_Normalized,PCA_Component_1,PCA_Component_2,Cluster_PCA
50.png,1,143203,2082,0.726930306,68.7814598,255,4,1.930852063,-0.472671907,3
50.png,6,139266,2044,0.741444853,68.13405055,255,4,1.860327492,-0.475173319,3
50.png,7,143213,2082,0.726930306,68.78626288,255,4,1.931061856,-0.472683503,3
51.png,1,142985,2126,0.726930306,67.2554089,255,4,1.911872031,-0.457620338,3
51.png,2,142889,2126,0.725047067,67.21025368,255,4,1.909984089,-0.458260487,3
51.png,3,138330,2058,0.740952367,67.21574311,255,4,1.835710247,-0.469520328,3
51.png,4,142989,2132,0.725563896,67.06801094,255,4,1.910180621,-0.456164811,3
52.png,1,142985,2126,0.726930306,67.2554089,255,4,1.911872031,-0.457620338,3
52.png,2,142889,2126,0.725047067,67.21025368,255,4,1.909984089,-0.458260487,3
52.png,3,138330,2058,0.740952367,67.21574311,255,4,1.835710247,-0.469520328,3
52.png,4,142989,2132,0.725563896,67.06801094,255,4,1.910180621,-0.456164811,3
53.png,1,142008,2268,0.726930306,62.61375634,255,4,1.855524082,-0.41010142,3
53.png,2,141843,2280,0.725047067,62.21184183,255,4,1.849902631,-0.40683761,3
53.png,3,136345,2072,0.73563217,65.80357111,255,4,1.789602239,-0.464602314,3
53.png,4,141969,2280,0.726930306,62.26710499,255,4,1.852309557,-0.406217998,3
53.png,5,141840,2276,0.725047067,62.31985913,255,4,1.850642367,-0.408114034,3
54.png,1,247323,4538,1.238178612,54.5004406,255,3,3.669654275,0.38593825,3
54.png,2,140678,2048,0.740530289,68.69042935,255,4,1.888879707,-0.475853163,3
55.png,1,246744,4582,1.238178612,53.85072009,255,3,3.670042097,0.397931005,3
55.png,2,140420,2046,0.740530289,68.63147572,255,4,1.88413112,-0.476227862,3
56.png,1,246030,4592,1.238178612,53.57796156,255,3,3.661880621,0.400819684,3
56.png,2,139894,2060,0.740037937,67.90970841,255,4,1.868105459,-0.471048953,3
57.png,3,141444,2054,0.739622628,68.86270658,255,4,1.902987566,-0.475077994,3
58.png,3,141226,2050,0.739130421,68.89073137,255,4,1.899840632,-0.476377792,3
59.png,2,142039,2058,0.736842091,69.01797828,255,4,1.914277191,-0.475523124,3
6.png,2,132211,3006,1.238442792,43.98236845,255,4,1.635209366,0.019881862,3
6.png,4,180940,3046,1.478651652,59.40249488,255,3,2.459686287,0.094449338,3
6.png,5,189547,3616,0.720610676,52.41897109,255,3,2.681746768,-0.049193793,3
6.png,7,130683,2892,1.238329208,45.18775918,255,4,1.595743737,-0.010958861,3
60.png,1,142493,2068,0.728624522,68.90377143,255,4,1.920733793,-0.475920857,3
61.png,1,143371,2084,0.725563896,68.79606493,255,4,1.93375745,-0.472732079,3
61.png,3,140420,2046,0.740530289,68.63147572,255,4,1.88413112,-0.476227862,3
62.png,1,143274,2082,0.726930306,68.81556163,255,4,1.932341591,-0.472754235,3
62.png,3,139894,2060,0.740037937,67.90970841,255,4,1.868105459,-0.471048953,3
63.png,1,143232,2082,0.726930306,68.79538872,255,4,1.931460462,-0.472705534,3
63.png,2,139498,2042,0.740037937,68.31439731,255,4,1.866035995,-0.476688318,3
63.png,3,245855,4586,1.240350855,53.60989958,255,3,3.658059149,0.400125548,3
64.png,2,143385,2080,0.726930306,68.93509582,255,4,1.935366543,-0.473560962,3
64.png,3,172986,2280,0.738095226,75.8710523,255,4,2.469216545,-0.433461491,3
65.png,1,142364,2068,0.728624522,68.84139232,255,4,1.918016704,-0.475769886,3
66.png,2,142364,2068,0.728624522,68.84139232,255,4,1.918016704,-0.475769886,3
67.png,3,142039,2058,0.736842091,69.01797828,255,4,1.914277191,-0.475523124,3
68.png,3,141848,2060,0.736842091,68.85825209,255,4,1.909528537,-0.474617779,3
69.png,4,140950,2050,0.739130421,68.75609723,255,4,1.893997249,-0.476050902,3
7.png,2,203368,3194,1.222634486,63.67188458,255,3,2.851362041,0.022197128,3
70.png,1,143651,2084,0.725563896,68.93042193,255,4,1.939628328,-0.473056324,3
71.png,1,143555,2084,0.725563896,68.88435668,255,4,1.937615456,-0.472945154,3
71.png,2,143437,2082,0.723684197,68.89385173,255,4,1.935936292,-0.474233081,3
72.png,1,143503,2082,0.725563896,68.92555202,255,4,1.937219539,-0.473562714,3
72.png,2,143409,2082,0.723684197,68.88040313,255,4,1.935348872,-0.474200614,3
73.png,1,143423,2084,0.725563896,68.82101694,255,4,1.934847756,-0.472792296,3
73.png,2,143349,2082,0.723684197,68.85158468,255,4,1.934090117,-0.474131041,3
74.png,1,143555,2084,0.725563896,68.88435668,255,4,1.937615456,-0.472945154,3
74.png,2,143437,2082,0.723684197,68.89385173,255,4,1.935936292,-0.474233081,3
75.png,1,143503,2082,0.725563896,68.92555202,255,4,1.937219539,-0.473562714,3
75.png,2,143409,2082,0.723684197,68.88040313,255,4,1.935348872,-0.474200614,3
76.png,4,143418,2084,0.725563896,68.81861771,255,4,1.934742919,-0.472786506,3
76.png,5,143186,2080,0.725047067,68.83942275,255,4,1.931290887,-0.474078212,3
8.png,2,202006,3276,1.222634486,61.66239297,255,3,2.829139141,0.047070831,3
80.png,1,143545,2086,0.725563896,68.81351837,255,4,1.936714152,-0.472256154,3
81.png,1,193121,3774,1.237999975,51.17143601,255,3,2.73200558,0.198299101,3
81.png,2,201463,3300,1.222634486,61.04939375,255,3,2.820747899,0.054370974,3
82.png,1,192599,3822,1.240480937,50.3922029,255,3,2.731435382,0.212648601,3
82.png,2,188562,2820,1.480898843,66.86595721,255,4,2.603689724,0.02207999,3
83.png,1,192452,3836,1.240480937,50.16996859,255,3,2.731482931,0.216531907,3
83.png,2,188233,2822,1.480898843,66.70198417,255,4,2.597638092,0.022939848,3
84.png,3,202879,3204,1.222634486,63.32053663,255,3,2.843130257,0.025443252,3
85.png,1,143347,2086,0.725563896,68.71859986,255,4,1.93256494,-0.472027168,3
85.png,3,188233,2822,1.480898843,66.70198417,255,4,2.597638092,0.022939848,3
86.png,3,201463,3300,1.222634486,61.04939375,255,3,2.820747899,0.054370974,3
87.png,3,202395,3258,1.222634486,62.12246758,255,3,2.835283018,0.04158677,3
89.png,1,193633,3738,1.240480937,51.80123047,255,3,2.73440605,0.18916385,3
9.png,2,202879,3204,1.222634486,63.32053663,255,3,2.843130257,0.025443252,3
90.png,1,193404,3758,1.240480937,51.4646087,255,3,2.733818248,0.19476665,3
91.png,1,193404,3758,1.240480937,51.4646087,255,3,2.733818248,0.19476665,3
92.png,1,193255,3762,1.240480937,51.37028163,255,3,2.732114765,0.195932124,3
93.png,1,143572,2084,0.725563896,68.89251406,255,4,1.937971902,-0.472964841,3
94.png,1,143451,2084,0.725563896,68.83445264,255,4,1.935434844,-0.47282472,3
94.png,5,143245,2080,0.725047067,68.86778813,255,4,1.932529363,-0.474146716,3
95.png,1,143344,2086,0.725563896,68.7171617,255,4,1.932502073,-0.472023698,3
95.png,6,143139,2080,0.725047067,68.81682659,255,4,1.930304305,-0.474023641,3
96.png,1,143360,2084,0.725563896,68.79078662,255,4,1.933526808,-0.47271934,3
96.png,5,143209,2080,0.725047067,68.85048044,255,4,1.931773683,-0.474104917,3
97.png,1,143240,2084,0.725563896,68.73320504,255,4,1.931010717,-0.472580378,3
97.png,7,191665,3870,1.240480937,49.52583967,255,3,2.725198139,0.226123122,3
98.png,1,143360,2084,0.725563896,68.79078662,255,4,1.933526808,-0.47271934,3
98.png,5,192111,3856,1.240480937,49.8213173,255,3,2.72961736,0.222126221,3
99.png,1,143192,2080,0.725047067,68.84230736,255,4,1.931416834,-0.474085178,3
99.png,2,143235,2084,0.725563896,68.73080581,255,4,1.93090588,-0.472574588,3
99.png,5,191479,3866,1.240480937,49.52897038,255,3,2.72166261,0.225115179,3
100.png,5,361,76,0.999999444,4.749999375,255,1,-1.969444865,-0.673723068,4
12.png,2,440,84,0.904761474,5.238094615,255,1,-1.947084298,-0.71131405,4
13.png,3,440,84,0.904761474,5.238094615,255,1,-1.947084298,-0.71131405,4
14.png,5,400,80,0.999999474,4.999999375,255,1,-1.960684524,-0.673617099,4
15.png,3,419,82,0.949999525,5.109755474,255,1,-1.954003113,-0.693381295,4
16.png,4,419,82,0.949999525,5.109755474,255,1,-1.954003113,-0.693381295,4
18.png,3,440,84,0.904761474,5.238094615,255,1,-1.947084298,-0.71131405,4
19.png,3,440,84,0.904761474,5.238094615,255,1,-1.947084298,-0.71131405,4
20.png,3,419,82,0.949999525,5.109755474,255,1,-1.954003113,-0.693381295,4
21.png,4,419,82,0.949999525,5.109755474,255,1,-1.954003113,-0.693381295,4
22.png,5,400,80,0.999999474,4.999999375,255,1,-1.960684524,-0.673617099,4
23.png,1,399,80,0.999999474,4.987499377,255,1,-1.961013991,-0.673576122,4
23.png,2,361,76,0.999999444,4.749999375,255,1,-1.969444865,-0.673723068,4
23.png,3,512,92,1.1999994,5.565216786,255,1,-1.949976468,-0.593219378,4
23.png,4,361,76,0.999999444,4.749999375,255,1,-1.969444865,-0.673723068,4
23.png,6,500,90,1.047618549,5.555554938,255,1,-1.943112733,-0.654199662,4
24.png,2,399,80,1.111110494,4.987499377,255,1,-1.967006889,-0.629426209,4
24.png,4,479,88,0.999999524,5.4431812,255,1,-1.944613441,-0.673216513,4
25.png,1,399,80,0.999999474,4.987499377,255,1,-1.961013991,-0.673576122,4
25.png,3,511,92,1.1999994,5.554347222,255,1,-1.95026409,-0.593183802,4
25.png,5,500,90,1.047618549,5.555554938,255,1,-1.943112733,-0.654199662,4
26.png,2,399,80,0.999999474,4.987499377,255,1,-1.961013991,-0.673576122,4
26.png,3,361,76,0.999999444,4.749999375,255,1,-1.969444865,-0.673723068,4
26.png,4,511,92,1.1999994,5.554347222,255,1,-1.95026409,-0.593183802,4
26.png,5,361,76,0.999999444,4.749999375,255,1,-1.969444865,-0.673723068,4
26.png,8,500,90,1.047618549,5.555554938,255,1,-1.943112733,-0.654199662,4
27.png,3,398,80,0.999999474,4.974999378,255,1,-1.961343459,-0.673535145,4
27.png,4,361,76,0.999999444,4.749999375,255,1,-1.969444865,-0.673723068,4
27.png,5,511,92,1.1999994,5.554347222,255,1,-1.95026409,-0.593183802,4
27.png,6,361,76,0.999999444,4.749999375,255,1,-1.969444865,-0.673723068,4
27.png,8,499,90,1.047618549,5.544443828,255,1,-1.943406554,-0.654163286,4
28.png,3,398,80,0.999999474,4.974999378,255,1,-1.961343459,-0.673535145,4
28.png,4,361,76,0.999999444,4.749999375,255,1,-1.969444865,-0.673723068,4
28.png,5,511,92,1.1999994,5.554347222,255,1,-1.95026409,-0.593183802,4
28.png,6,361,76,0.999999444,4.749999375,255,1,-1.969444865,-0.673723068,4
28.png,8,499,90,1.047618549,5.544443828,255,1,-1.943406554,-0.654163286,4
29.png,4,454,86,1.157894127,5.279069154,255,1,-1.958561243,-0.610402949,4
29.png,9,479,88,0.999999524,5.4431812,255,1,-1.944613441,-0.673216513,4
30.png,5,399,80,1.111110494,4.987499377,255,1,-1.967006889,-0.629426209,4
30.png,9,479,88,0.999999524,5.4431812,255,1,-1.944613441,-0.673216513,4
31.png,2,398,80,0.999999474,4.974999378,255,1,-1.961343459,-0.673535145,4
31.png,3,361,76,0.999999444,4.749999375,255,1,-1.969444865,-0.673723068,4
31.png,4,511,92,1.1999994,5.554347222,255,1,-1.95026409,-0.593183802,4
31.png,5,361,76,0.999999444,4.749999375,255,1,-1.969444865,-0.673723068,4
31.png,7,499,90,1.047618549,5.544443828,255,1,-1.943406554,-0.654163286,4
32.png,2,398,80,0.999999474,4.974999378,255,1,-1.961343459,-0.673535145,4
32.png,3,361,76,0.999999444,4.749999375,255,1,-1.969444865,-0.673723068,4
32.png,4,492,90,1.149999425,5.466666059,255,1,-1.950985333,-0.613227658,4
32.png,5,361,76,0.999999444,4.749999375,255,1,-1.969444865,-0.673723068,4
32.png,7,499,90,1.047618549,5.544443828,255,1,-1.943406554,-0.654163286,4
33.png,3,492,90,1.149999425,5.466666059,255,1,-1.950985333,-0.613227658,4
33.png,4,361,76,0.999999444,4.749999375,255,1,-1.969444865,-0.673723068,4
33.png,6,479,88,0.999999524,5.4431812,255,1,-1.944613441,-0.673216513,4
34.png,4,491,90,1.149999425,5.455554949,255,1,-1.951279154,-0.613191282,4
34.png,6,479,88,0.999999524,5.4431812,255,1,-1.944613441,-0.673216513,4
35.png,4,399,80,1.111110494,4.987499377,255,1,-1.967006889,-0.629426209,4
35.png,7,460,86,0.952380499,5.348836587,255,1,-1.945634122,-0.692292225,4
36.png,1,361,76,0.999999444,4.749999375,255,1,-1.969444865,-0.673723068,4
36.png,3,459,86,0.952380499,5.337208682,255,1,-1.945941207,-0.692254137,4
37.png,3,458,86,0.952380499,5.325580776,255,1,-1.946248293,-0.692216049,4
38.png,5,420,82,0.949999525,5.121950595,255,1,-1.95368147,-0.693421262,4
39.png,3,420,82,0.949999525,5.121950595,255,1,-1.95368147,-0.693421262,4
40.png,4,420,82,0.949999525,5.121950595,255,1,-1.95368147,-0.693421262,4
41.png,4,420,82,0.949999525,5.121950595,255,1,-1.95368147,-0.693421262,4
43.png,3,420,82,0.949999525,5.121950595,255,1,-1.95368147,-0.693421262,4
44.png,3,420,82,0.949999525,5.121950595,255,1,-1.95368147,-0.693421262,4
45.png,3,420,82,0.949999525,5.121950595,255,1,-1.95368147,-0.693421262,4
46.png,4,420,82,0.949999525,5.121950595,255,1,-1.95368147,-0.693421262,4
47.png,5,420,82,0.949999525,5.121950595,255,1,-1.95368147,-0.693421262,4
70.png,5,420,82,0.949999525,5.121950595,255,1,-1.95368147,-0.693421262,4
71.png,4,420,82,0.949999525,5.121950595,255,1,-1.95368147,-0.693421262,4
74.png,4,420,82,0.949999525,5.121950595,255,1,-1.95368147,-0.693421262,4
75.png,4,420,82,0.949999525,5.121950595,255,1,-1.95368147,-0.693421262,4
76.png,3,400,80,0.999999474,4.999999375,255,1,-1.960684524,-0.673617099,4
77.png,3,440,84,0.904761474,5.238094615,255,1,-1.947084298,-0.71131405,4
78.png,3,440,84,0.904761474,5.238094615,255,1,-1.947084298,-0.71131405,4
79.png,3,440,84,0.904761474,5.238094615,255,1,-1.947084298,-0.71131405,4
80.png,4,419,82,0.949999525,5.109755474,255,1,-1.954003113,-0.693381295,4
88.png,2,440,84,0.904761474,5.238094615,255,1,-1.947084298,-0.71131405,4
89.png,3,419,82,0.949999525,5.109755474,255,1,-1.954003113,-0.693381295,4
96.png,4,400,80,0.999999474,4.999999375,255,1,-1.960684524,-0.673617099,4
97.png,6,398,80,0.999999474,4.974999378,255,1,-1.961343459,-0.673535145,4
98.png,4,400,80,0.999999474,4.999999375,255,1,-1.960684524,-0.673617099,4
99.png,4,398,80,0.999999474,4.974999378,255,1,-1.961343459,-0.673535145,4
